#   min     max     nin nout     f        ef     <mag>    <dmag>   sigma
#  F814W
   20.000   20.250    7    7    1.000    0.000   20.160   -0.001    0.003
   20.250   20.500   28   26    0.929    0.049   20.428   -0.000    0.004
   20.500   20.750   34   37    1.088    0.053   20.622    0.000    0.006
   20.750   21.000   67   66    0.985    0.015   20.878   -0.001    0.006
   21.000   21.250   85   86    1.012    0.012   21.139   -0.001    0.008
   21.250   21.500   90   86    0.956    0.022   21.373    0.000    0.005
   21.500   21.750  117  120    1.026    0.015   21.616    0.001    0.006
   21.750   22.000  104  104    1.000    0.000   21.867    0.001    0.007
   22.000   22.250  156  155    0.994    0.006   22.128    0.002    0.007
   22.250   22.500  163  163    1.000    0.000   22.372    0.002    0.009
   22.500   22.750  205  196    0.956    0.014   22.624    0.002    0.010
   22.750   23.000  190  198    1.042    0.015   22.871    0.004    0.012
   23.000   23.250  206  201    0.976    0.011   23.126    0.004    0.012
   23.250   23.500  208  196    0.942    0.016   23.382    0.006    0.015
   23.500   23.750  220  224    1.018    0.009   23.626    0.007    0.016
   23.750   24.000  195  184    0.944    0.017   23.879    0.012    0.021
   24.000   24.250  214  198    0.925    0.018   24.123    0.012    0.022
   24.250   24.500  198  179    0.904    0.021   24.375    0.013    0.028
   24.500   24.750  197  163    0.827    0.027   24.627    0.013    0.033
   24.750   25.000  226  202    0.894    0.020   24.869    0.018    0.042
   25.000   25.250  204  163    0.799    0.028   25.140    0.015    0.073
   25.250   25.500  214  155    0.724    0.031   25.375    0.010    0.094
   25.500   25.750  207  123    0.594    0.034   25.623    0.029    0.055
   25.750   26.000  210  120    0.571    0.034   25.877    0.023    0.086
   26.000   26.250  195   98    0.503    0.036   26.130    0.011    0.128
   26.250   26.500  210   81    0.386    0.034   26.361    0.006    0.132
   26.500   26.750  186   62    0.333    0.035   26.621    0.048    0.140
   26.750   27.000  191   40    0.209    0.029   26.859    0.057    0.204
   27.000   27.250  219   25    0.114    0.021   27.135    0.011    0.234
   27.250   27.500  189   23    0.122    0.024   27.368   -0.008    0.287
   27.500   27.750  192    9    0.047    0.015   27.586    0.330    0.279
   27.750   28.000  206   10    0.049    0.015   27.900    0.294    0.383
   28.000   28.250  191    3    0.016    0.009   28.095    0.208    0.384
   28.250   28.500  207    5    0.024    0.011   28.333    0.552    0.735
   28.500   28.750  211    1    0.005    0.005   28.531    0.982      NaN
   28.750   29.000  207    3    0.014    0.008   28.873    0.790    0.538
   29.000   29.250  188    1    0.005    0.005   29.132    0.847      NaN
   29.250   29.500  167    0    0.000    0.000   29.375      NaN      NaN
   29.500   29.750  145    1    0.007    0.007   29.709    1.181      NaN
   29.750   30.000  137    1    0.007    0.007   29.950    3.176      NaN
   30.000   30.250  126    0    0.000    0.000   30.125      NaN      NaN
   30.250   30.500  126    1    0.008    0.008   30.494    2.737      NaN
   30.500   30.750   96    1    0.010    0.010   30.547    3.567      NaN
   30.750   31.000   65    1    0.015    0.015   30.853    3.272      NaN
   31.000   31.250   73    0    0.000    0.000   31.125      NaN      NaN
   31.250   31.500   31    1    0.032    0.032   31.390    3.663      NaN
   31.500   31.750   30    0    0.000    0.000   31.625      NaN      NaN
#  F475W
   23.000   23.250  198  187    0.944    0.016   23.118    0.003    0.009
   23.250   23.500  205  208    1.015    0.009   23.374    0.002    0.009
   23.500   23.750  176  181    1.028    0.013   23.627    0.006    0.013
   23.750   24.000  234  228    0.974    0.010   23.873    0.006    0.012
   24.000   24.250  240  234    0.975    0.010   24.125    0.007    0.013
   24.250   24.500  192  201    1.047    0.016   24.368    0.010    0.016
   24.500   24.750  222  214    0.964    0.013   24.625    0.009    0.020
   24.750   25.000  210  207    0.986    0.008   24.869    0.010    0.020
   25.000   25.250  196  198    1.010    0.007   25.134    0.014    0.026
   25.250   25.500  210  199    0.948    0.015   25.376    0.017    0.031
   25.500   25.750  194  185    0.954    0.015   25.621    0.019    0.032
   25.750   26.000  217  213    0.982    0.009   25.875    0.025    0.042
   26.000   26.250  197  180    0.914    0.020   26.125    0.034    0.052
   26.250   26.500  207  176    0.850    0.025   26.365    0.027    0.069
   26.500   26.750  219  186    0.849    0.024   26.618    0.045    0.069
   26.750   27.000  200  130    0.650    0.034   26.866    0.043    0.096
   27.000   27.250  197  129    0.655    0.034   27.115    0.042    0.120
   27.250   27.500  208  122    0.587    0.034   27.375    0.046    0.155
   27.500   27.750  193   75    0.389    0.035   27.621    0.064    0.180
   27.750   28.000  192   76    0.396    0.035   27.882    0.025    0.263
   28.000   28.250  213   55    0.258    0.030   28.112    0.080    0.224
   28.250   28.500  199   31    0.156    0.026   28.372    0.008    0.378
   28.500   28.750  204   23    0.113    0.022   28.613    0.126    0.513
   28.750   29.000  211   22    0.104    0.021   28.874    0.166    0.457
   29.000   29.250  206   13    0.063    0.017   29.118   -0.091    0.751
   29.250   29.500  197   10    0.051    0.016   29.334    0.638    0.361
   29.500   29.750  205   10    0.049    0.015   29.623    0.453    0.522
   29.750   30.000  209    5    0.024    0.011   29.924    0.975    0.892
   30.000   30.250  181    4    0.022    0.011   30.107    1.263    0.161
   30.250   30.500  193    5    0.026    0.011   30.377    1.370    0.966
   30.500   30.750  190    2    0.011    0.007   30.686    1.661    0.612
   30.750   31.000  218    0    0.000    0.000   30.875      NaN      NaN
   31.000   31.250  196    2    0.010    0.007   31.157    2.060    0.359
   31.250   31.500  234    0    0.000    0.000   31.375      NaN      NaN
